SEMBOL,ACKL,%FARK,SON,ALIŞ,SATIŞ,FARK,YÜKSEK,DÜŞÜK,T.ADET,T.HACİM,SAAT,G.HACIM,7GUN.ORT.HACIM,30GUN.ORT.HACIM,52HAFTA.ORT.HACIM,BUYIL.ORT.HACIM,NETFARKHACIM,HALK.ACK,IHRYUZDE,VA.IPT.VOL.AOF,VA.IPT.AL.VOL.AOF,VA.IPT.SAT.VOL.AOF,BORSA,SEKTOR,H.GRUP,ISL.TURU,XU030 DAKI AG.,XU050 DEKI AG.,XU100 DEKI AG.,XUTUM DEKI AG.,BORSASEMBOLU,G.ADET,BU.YIL.ORT.ADET,30GUN.ORT.ADET,7GUN.ORT.ADET,52HAFTA.ORT.ADET,7GUNLUK.YUKSEK,7GUNLUK.DUSUK,30GUNLUK.YUKSEK,30GUNLUK.DUSUK,BU.YIL.YÜK.,BU.YIL.DÜŞ.,52HAFTALIK.YUKSEK,52HAFTALIK.DUSUK,G.YÜKSEK,G.DÜŞÜK,5YIL.YUK.,5YIL.DUS.,7GUNLUK.F,7GUNLUK.F%,30GUNLUK.F,30GUNLUK.F%,BU.YIL.FARK.,BU.YIL.FARK%,BU.HAFTA.FARK,BU.HAFTA.FARK%,BU.AY.FARK,BU.AY.FARK%,YABANCI PAYI %,YABANCI PAYI HAFTALIK DEĞ. %,YABANCI PAYI AYLIK DEĞ. %,YABANCI PAYI YILLIK DEĞ. %,YATFONORAN,EMEKLILIKYATFONORAN,TEOESLESME FARK(%),OD.SER,N.KAR,PIY.DEG,PIY.DEG.($),PIY.DEG.(E),F/K,PD/DD,PD/EFK,FD/FAVOK,PD/EBITDA,5YILLIKGETIRI%,NETBORC
ISDMR,ISKENDERUN DEMIR CELIK,-1.5771315919172006,39.94,39.92,39.94,-0.64,40.86,39.88,2501474,101118634.54,18:19:01,101118634.54,104939070.715608,82685480.23142856,94694243.40353848,90242998.20125,-1993304.0400000096,5.070000171661377,27.05725860595703,,,,,METALANA,,S,0.0,0.0,0.0,0.1255328208208084,,2501474,2433875.0,2085833.0,2602434.0,2538480.0,40.94,39.86,40.94,37.56,41.38912,33.02788,44.3483200069909,33.0278800589457,40.86,39.88,53.84605,4.813223,0.24,0.6045340050377834,1.96,5.160610847814639,-0.31707,-0.78761320682305,-0.16,-0.399002493765586,1.52,3.956272774596565,13.129886,-1.2646462,17.484865,99.344246,3.55182,1.99578,0,2900000000.0,3040825000,115826000000.0,2821226056.6262007,2415280833.272513,11.375418367726756,0.87,,11.832973135596363,11.6700036594075,696.8494718627743,1617489000.0
ISFIN,IS FINANSAL KIRALAMA A.S.,-1.0106382978723405,18.61,18.61,18.67,-0.19,19.08,18.5,3814747,71604367.64,18:19:01,71604367.64,120807557.4722502,123464270.5372123,65994168.691424176,70810529.35704,,38.95,0.0,,,,,FINANSAL,,,,,,0.10097270458936693,,3814747,5077271.5,7005579.5,6572662.0,5034161.0,19.27,17.8,19.27,16.1,19.27,11.05,19.27,10.34,19.08,18.5,19.27,2.76,0.7,3.908431044109436,3.01,19.294871794871796,5.46,41.52091254752851,0.72,4.0245947456679705,0.83,4.668166479190101,13.375797,6.0201387,37.26398,30.323132,7.51747,25.51164,0,695302645.0,1597695000,12939582223.45,315170626.8895016,269768075.84626305,5.1498590602238545,1.32,,0.0,,378.4061696658097,0.0
ISGSY,IS GIRISIM SERMAYESI YAT ORT,5.8406113537117905,96.95,96.95,97.0,5.35,100.7,94.6,12476197,1233810162.75,18:19:01,1233810162.75,787010600.7094995,344513068.69125545,99118197.12450586,109537276.1076,,40.49,0.0,,,,,GIRISIMSERMAYESI,,,,,,0.05647754296660423,,12476197,2386380.2,4859315.0,8656071.0,2402792.8,100.7,79.5,100.7,39.86,100.7,27.2,100.7,19.9,100.7,94.6,100.7,6.88,12.1,14.26045963464938,57.91,148.33504098360655,56.45,139.3827160493827,13.8,16.596512327119665,54.79,129.95730550284628,0.6014977,-49.182358,-48.22439,-44.85151,0.97033,1.72493,0,74652480.0,2303165377,7237557936.0,176281588.8232887,150890217.763853,2.096599505336835,1.01,,2.365550987770774,1.8498719543464943,1107.3474470734743,2017575796.0
ISGYO,IS GAYRIMENKUL YATIRIM ORTAKLIGI,1.3685239491691106,20.74,20.74,20.78,0.28,21.32,20.6,10029048,209928819.6,18:19:01,209928819.6,280238086.9093751,157536851.26903766,106391638.3876268,101934426.40144,,38.95,0.0,,,,,GAYRIMENKUL,,,,,,0.16378682851791382,,10029048,5743312.0,8050316.5,13308390.0,5937513.5,21.8,19.9,21.8,17.6,21.8,14.26,22.16,14.26,21.32,20.6,25.98,1.61,0.58,2.876984126984127,3.01,16.976875352509868,1.98,10.554371002132196,-0.56,-2.6291079812206575,2.45,13.39529797703663,8.4321995,-12.568172,-1.9423379,-17.341982,6.22997,18.5323,0,958750000.0,371553341,19884475000.0,484328036.4771847,414557167.86912614,0.0,0.43,,18.190603336401633,17.045312537793713,1098.843930635838,1336056831.0
ISKPL,ISIK PLASTIK,-8.507223113964686,5.7,5.7,5.72,-0.53,6.23,5.7,19002917,111419448.5,18:19:01,111419448.5,116476505.58115686,171695410.1741353,48539377.039231084,54790435.07776,,32.95000076293945,63.6019172668457,,,,,KIMYA,,,,,,0.0593058206140995,,19002917,13542560.0,31905300.0,18150290.0,14251140.0,7.0,5.7,7.0,4.69840098226389,7.0,2.582285,7.0,1.97218464874596,6.23,5.7,7.0,0.5543155,-0.73,-11.35303265940902,1.00159901773611,21.31787009063447,2.991439,110.44384822789664,-1.07,-15.805022156573116,-0.182228,-3.097941800283838,17.308434,-0.7522557,-3.359784,181.65346,14.82648,0.0,0,1500000000.0,151888844,8550000000.0,208256201.4068863,178290289.95631367,24.15056393685263,3.7,,27.51808776582942,23.68152778116905,,1385155053.0
ISKUR,T. IS BANKASI KURUCU,0.0,0.0,2812000.0,0.0,0.0,0.0,0.0,0,0.0,18:19:01,0.0,0.0,2854000.0,4327237.8688715715,4267496.60942,,28.56,0.0,,,,,BANKA,,,,,,,,0,1.142857,1.0,0.0,1.137931,0.0,0.0,3124000.0,2590000.0,5400000.0,2590000.0,6000000.0,2590000.0,0.0,0.0,8930891.0,289491.9,,,,,,,,,,,,,,,0.0,0.0,0,2458.0,29789846000,7678792000.0,,,0.0,0.0,,,,744.9221638445797,0.0
ISMEN,IS YATIRIM MENKUL DEG,3.392193308550186,44.5,44.48,44.5,1.46,45.16,43.5,17283586,768747922.86,18:19:01,768747922.86,560120613.1856867,351292688.8971806,260319859.19670305,303559286.2029,,29.21,0.0,44.366964,44.149139,44.694335,,ARACIKURUM,,,,,0.5598296523094177,0.4051263928413391,,17283586,7803705.0,8292323.0,12886133.0,6936443.0,45.16,41.92,45.16,40.12,47.68182,32.02,47.68181830189327,26.909628205094336,45.16,43.5,47.68182,1.3102527,2.56,6.103958035288508,4.14,10.257680872150644,1.35302,3.135839402896796,2.28,5.400284225485552,2.68,6.408417025346724,35.235405,1.2093184,5.2888007,19.802471,7.86467,7.45139,0,1500000000.0,3056380000,66750000000.0,1625922787.3017745,1391619137.9216528,9.475389892775494,2.63,,2.8314323073794507,3.321653530026491,3291.8277530779883,-9851198000.0
ISSEN,ISBIR SENTETIK DOKUMA,-2.575107296137339,9.08,9.07,9.08,-0.24,9.39,9.0,1375731,12609238.26,18:19:01,12609238.26,21186861.63627156,21741968.3026074,10708603.380176324,9658453.891125,,19.34000015258789,66.91793060302734,,,,,DOKUMA,,,,,,0.01252943929284811,,1375731,1181661.0,2487774.0,2291236.0,1239317.0,9.53,9.0,9.64,7.94292960566273,9.64,6.676809,10.6433278402156,6.67680882169656,9.39,9.0,29.39909,3.334359,-0.08,-0.8733624454148472,1.01837157084045,12.632330797546055,0.088564,0.9849817092620132,-0.03,-0.32930845225027444,0.563359,6.614802713886848,0.46973264,21.23018,275.83173,-83.13268,0.23311,1e-05,0,424397981.76,-704302000,3853533674.3808,93862255.55790251,80356448.67389143,0.0,0.78,,10.81973933977144,6.779624804293682,,2296398084.0
ISYAT,IS YATIRIM ORTAKLIGI,0.4016064257028113,10.0,10.0,10.02,0.04,10.18,9.93,3222231,32417765.32,18:19:01,32417765.32,41832412.11088432,48726137.02222285,20237422.304499537,21585846.93174,,67.25,0.0,,,,,YATIRIMORTAKLIGI,,,,,,,,3222231,2529462.2,5130320.0,4126893.8,2368717.8,10.5,9.87,10.85,8.33,10.85,7.2,10.85,7.08,10.18,9.93,15.36,2.2311578,-0.28,-2.7237354085603114,1.67,20.048019207683073,1.41,16.41443538998836,-0.07,-0.6951340615690169,1.23,14.02508551881414,,,,,1.95961,2.29892,0,160599284.0,-19785436,1605992840.0,39118786.69838404,33482305.37749904,0.0,2.76,,7.0316290216145285,10.972157811311272,312.68494475799326,-576774517.0
IZENR,IZDEMIR ENERJI,-4.427645788336934,8.85,8.85,8.87,-0.41,9.28,8.85,33066093,298534269.56,18:19:01,298534269.56,515434056.63656926,604822635.9218266,165040129.66117805,221184106.84916,,23.989999771118164,,,,,,ELEKTRIK,,,,,,0.11251036077737808,,33066093,32166680.0,69227300.0,57157450.0,25411870.0,9.47,8.53,9.95,7.71,9.95,4.2,9.95,3.98823529411765,9.28,8.85,18.57647,3.988235,-0.17,-1.88470066518847,0.75,9.25925925925926,4.1,86.3157894736842,0.2,2.312138728323699,1.04,13.316261203585148,11.507777,-13.090468,17.987562,94.15673,0.78795,0.01629,0,2443750000.0,-252952800,21627187500.0,526783148.0543269,450984506.46953946,0.0,1.52,,17.508596406425944,17.00462672396616,,640969484.0
IZFAS,IZMIR FIRCA SANAYI TICARET AS,0.5211726384364821,154.3,154.2,154.3,0.8,157.3,150.8,2950299,456540568.1,18:19:01,456540568.1,357017273.29275095,274065198.6712924,155966742.9400523,193459013.4676,,62.66999816894531,7.346282482147217,,,,,KIMYA,,,,,,0.12642674148082733,,2950299,1866484.0,1663289.0,2344448.0,1786758.0,163.0,136.3,192.5,136.3,192.5,59.7,192.5,34.06,157.3,150.8,192.5,1.43709,13.1,9.277620396600566,-34.7,-18.35978835978836,94.9,159.76430976430976,-0.2,-0.12944983818770228,-23.7,-13.314606741573034,1.4415689,-14.783709,-51.27344,-77.16378,35.5982,0.0,0,59062500.0,-51263960,9113343750.0,221977818.8877414,190037508.73205367,0.0,48.85,,139.19392185469903,137.30482748757944,10303.343633295284,125385004.0
IZINV,IZ YATIRIM HOLDING,3.7313432835820897,69.5,69.5,69.55,2.5,69.5,69.5,121939,8474760.5,18:19:01,8474760.5,7913925.203497018,15412718.380777126,10271570.874670357,8718790.587678,,68.68000030517578,28.39789581298828,,,,,TARIM,,,,,,0.017676157876849174,,121939,173132.1,227798.4,116845.3,203258.3,71.35,62.25,86.6,57.0,86.6,33.7,86.6,33.7,69.5,69.5,86.6,4.45,7.25,11.646586345381529,-3.8,-5.184174624829469,26.24,60.65649560795192,1.6,2.3564064801178204,-2.5,-3.4722222222222223,1.1472125,0.0,-5.049573,0.0,0.0,0.0,0,17512456.0,-37612700,1217115692.0,29645835.168261267,25380106.390299343,0.0,3.68,,371.55554025294816,373.1642735885851,1420.7877461706782,-5247058.0
IZMDC,IZMIR DEMIR CELIK,-3.2496307237813884,6.55,6.54,6.55,-0.22,6.82,6.47,10471441,69186332.41,18:19:01,69186332.41,63159698.98795436,52683141.18674824,28983684.093238205,25964497.408496,,29.05,24.7559078310819,,,,,METALANA,,,,,,0.06601999700069427,,10471441,4830446.5,8557958.0,9399908.0,5338079.5,6.98,6.47,6.98,5.41,6.98,4.49,6.98,4.49,6.82,6.47,9.64,1.92,-0.24,-3.534609720176731,1.13,20.84870848708487,1.1,20.18348623853211,-0.11,-1.6516516516516515,0.79,13.715277777777777,6.250705,0.26879144,-3.997041,41.59636,0.43404,0.02074,0,1500000000.0,-650526140,9825000000.0,239317430.1521937,204834426.0268355,0.0,0.57,,62.65454957259037,19.48005859202784,-10.074559859590003,21775569713.0
JANTS,JANTSA JANT SANAYI,-2.231404958677686,23.66,23.66,23.68,-0.54,24.54,23.66,5392668,129665780.08,18:19:01,129665780.08,350234166.2747015,374405884.9436983,145576655.34862664,116127144.7519,,17.010000228881836,72.21871948242188,,,,,METALESYA,,,,,,0.061029937118291855,,5392668,4827610.0,14463400.0,14042620.0,5588021.0,26.12,23.66,31.0,21.5,31.0,18.72,32.7937280497218,18.72,24.54,23.66,47.20377,1.585608,-1.46,-5.812101910828026,1.48,6.672678088367899,-2.74275,-10.388122449366069,-1.3,-5.208333333333334,1.84,8.43263061411549,1.5415533,-5.450142,-11.911387,-50.64935,0.10152,6e-05,0,700000000.0,-53389360,16562000000.0,403408094.46793586,345361845.87794936,0.0,2.81,,28.702459597058148,28.483636339638576,1386.535730890539,127236240.0
KAPLM,KAPLAMIN AMBALAJ SAN TIC A.S.,-0.13434841021047916,223.0,223.0,223.3,-0.3,228.7,222.0,149493,33643471.9,18:19:01,33643471.9,43360670.74455258,48398402.07107684,35505418.16454492,33665135.79715,,16.77,21.99599756027323,,,,,KAGIT,,,,,,0.01546806748956442,,149493,165236.5,220614.86,188751.25,177912.0,239.0,222.0,240.0,206.5,252.75,162.9,252.75,137.4,228.7,222.0,273.75,9.1861725,-5.3,-2.321506789312308,14.2,6.800766283524904,35.5,18.933333333333337,-10.4,-4.455869751499572,14.9,7.1600192215281115,4.52904,58.676357,11.048667,27.914112,0.0,0.0,0,20000000.0,-75340430,4460000000.0,108636504.69109966,92976597.83201922,0.0,4.06,,52.59397705174889,46.03185529539418,2271.0469437523866,635800205.0
KAREL,KAREL ELEKTRONIK SAN TIC A.S.,-2.247191011235955,10.44,10.42,10.44,-0.24,10.95,10.2,21360976,224152579.82,18:19:01,224152579.82,222290226.01949972,141217030.55113047,63157501.816620514,63751575.299168,,37.88,9.51838143657927,,,,,BILISIM,,,,,,0.062006041407585144,,21360976,7065943.5,14804647.0,21868670.0,6768808.5,10.95,9.51,10.95,8.66,10.97,7.51,13.36,7.51,10.95,10.2,18.43,1.2167678,0.93,9.779179810725552,1.62,18.367346938775512,0.24,2.3529411764705883,0.93,9.779179810725552,1.42,15.74279379157428,6.654574,7.3470616,-1.4001672,36.23807,37.59949,2.4431,0,805885530.35,-864355900,8413444936.854,204938005.13168025,175405408.08952898,0.0,5.11,,0.0,0.0,734.1769653696706,5658333428.0
KARSN,KARSAN OTOMOTIV SAN TIC A.S.,-3.8753159224936815,11.41,11.4,11.41,-0.46,11.94,11.37,24568543,285301977.07,18:19:01,285301977.07,546567576.0193729,306124118.29868317,318390376.46946186,195214698.3656,,39.4,52.87209013475802,,,,,METALESYA,,,,,,0.08681084960699081,,24568543,17683580.0,28052864.0,46932336.0,23757510.0,12.23,10.91,12.23,9.97,13.25,8.63,19.46,8.63,11.94,11.37,19.46,2.71,0.53,4.8713235294117645,1.48,14.904330312185298,-0.7,-5.780346820809248,0.3,2.7002700270027007,1.34,13.306852035749753,3.0267243,11.746376,2.09078,-7.2956834,0.80133,0.03929,0,900000000.0,-300242000,10269000000.0,250131898.35715297,214075489.4926021,71.86848256652156,1.69,,12.617462158664935,7.344745771178736,265.70512820512823,7372008000.0
KARTN,KARTONSAN,-5.378486055776892,95.0,95.0,95.8,-5.4,101.9,95.0,585137,57179714.2,18:19:01,57179714.2,106720126.78624998,51406611.76324687,46132141.20457531,59481252.59652,,21.74,20.035282733980644,,,,,KAGIT,,,,,,0.03243286907672882,,585137,589874.1,553352.7,1097664.0,468279.62,102.5,91.5,102.5,86.55,137.0,75.05,137.0,75.05,101.9,95.0,172.6,20.511621,2.45,2.6472177201512697,6.75,7.648725212464589,3.0,3.2608695652173916,0.85,0.9028146574614976,8.0,9.195402298850574,1.396994,-3.6455095,0.9217221,-1.2927352,0.0,0.0,0,75000000.0,-589980540,7125000000.0,173550469.93813565,148533242.05227286,0.0,2.68,,0.0,0.0,340.64837465687407,671123903.0
KATMR,KATMERCILER EKIPMAN A.S.,-0.964630225080386,3.08,3.07,3.08,-0.03,3.16,3.07,155950719,486994486.14,18:19:01,486994486.14,1020653822.2031872,940379311.0484931,317412399.303486,380340059.7012,,79.7699966430664,72.9733657836914,,,,,METALESYA,,,,,,0.11500491201877594,,155950719,181390200.0,308406000.0,318569100.0,159781600.0,3.37,3.07,3.38,2.53,3.38,1.437944,3.38,1.4379442679213,3.16,3.07,3.38,0.5358137,-0.06,-1.910828025477707,0.3,10.79136690647482,1.465981,90.82798901376006,-0.04,-1.282051282051282,0.54,21.25984251968504,5.716454,-7.6946535,-18.490444,118.32501,1.3038,0.0,0,2153250000.0,433464278,6632010000.0,161538855.0049689,138295086.06937683,8.566916663867868,0.87,,12.972946043766504,11.235621993837166,460.3109216241448,1025483990.0
KAYSE,KAYSERI SEKER FABRIKASI,-1.4354066985645932,20.6,20.58,20.6,-0.3,21.1,20.5,3001018,62153135.08,18:19:01,62153135.08,101022342.1031773,105040555.00258732,58229831.180705175,61502830.36494,-10878881.200000009,25.420000076293945,,,,,,GIDA,,S,0.0,0.0,0.0,0.078812147023,,3001018,3143386.0,5012831.0,4827897.0,2911672.0,21.36,20.2,22.64,19.88,22.64,15.96,25.54,15.96,21.1,20.5,56.00071,14.90373,0.46,2.284011916583913,0.63,3.154732098147221,0.81,4.092976250631632,-0.28,-1.3409961685823757,-0.58,-2.7384324834749765,10.137916,9.099768,17.411034,-2.2730076,0.37431,0.0004,0,706000000.0,-883045800,14543600000.0,354245879.318282,303253791.66283524,0.0,0.39,13.617851981082056,36.44730173695602,23.13471721433444,,8368933256.0
KBORU,KUZEY BORU,-1.345291479820628,15.4,15.4,15.41,-0.21,15.94,15.38,10421814,163031720.59,18:19:01,163031720.59,265331381.0198522,215798494.2581066,119110832.84799,109143165.0789,-28454586.79000004,23.969999313354492,28.343666076660156,,,,,KIMYA,,S,0.0,0.0,0.0,0.048068928529,,10421814,8655170.0,15146260.0,16946720.0,9282749.0,16.07,15.24,16.07,12.8,16.07,9.498362,16.07,9.49836192184561,15.94,15.38,31.88826,6.485141,-0.12,-0.7731958762886598,2.01,15.011202389843168,2.6563,20.84402489073032,-0.32,-2.035623409669211,2.31,17.647058823529413,1.4490119,-37.441307,119.909134,3747.0508,0.90173,0.0,0,600000000.0,560373168,9240000000.0,225063390.4192171,192627816.58246148,10.92623490695554,2.26,,20.916998789771025,18.007797706861854,,1492743224.0
KCAER,KOCAER CELIK,-4.472049689440993,15.38,15.38,15.39,-0.72,16.58,15.35,47452871,747630474.46,18:19:01,747630474.46,382856008.0621283,222068063.9638735,157105594.59078962,170590124.7869,,25.790000915527344,78.21216583251953,15.99743,15.910041,16.118538,,METALANA,,,,,0.21173028647899628,0.1532207429409027,,47452871,13006430.0,14631390.0,24265430.0,11823370.0,16.58,15.07,16.58,14.13,16.58,9.857974,16.58,9.85797362992054,16.58,15.35,23.46801,2.94311,0.25,1.6523463317911435,0.81,5.5593685655456415,1.48741,10.706498932164555,0.04,0.2607561929595828,0.62,4.200542005420055,19.703562,2.4712377,5.4765615,20.611399,12.38463,6.43207,0,1915000000.0,388913204,29452700000.0,717392681.0732867,614167300.935242,100.93904114987988,2.67,,12.977437598236763,11.848857255951774,,2805311730.0
KCHOL,KOC HOLDING,-2.4159663865546217,185.8,185.8,186.1,-4.6,190.3,185.8,15463054,2904761126.5,18:19:01,2904761126.5,3818172781.890496,4381038430.591372,4215292575.7098546,4867668267.832,,26.37,31.68231368628641,187.836084,187.531175,188.146762,,HOLDING,,,4.280357360839844,3.685789108276367,3.1048941612243652,2.2468879222869873,,15463054,30702860.0,24061460.0,20305888.0,25922434.0,190.5,185.3,190.5,170.3,190.5,133.7,198.5345892541004,133.7,190.3,185.8,258.67776,11.735313,-0.1,-0.05379236148466918,15.7,9.22986478542034,15.1634,8.886370216002897,-0.5,-0.2683843263553408,6.5,3.62520914668154,37.34635,-3.675631,-6.122224,-35.050137,10.2742,13.47068,0,2535898050.0,6235000000,471169857690.0,11476736873.373192,9822370037.89526,0.0,0.79,,6.732900341051964,2.7160352893084174,1279.093301822511,696834000000.0
KENT,KENT GIDA MADDELERI SANAYI A.S.,-4.576538663861126,907.0,905.5,907.0,-43.5,938.5,907.0,5498,5010377.0,18:19:01,5010377.0,6950008.841500003,6677959.791047619,4372681.8405897,4376520.3960505,,0.53,27.105347826872645,,,,,GIDA,,,,,,,,5498,5196.6294,7559.0,7366.5,5044.6064,980.0,900.0,1010.0,750.5,1047.0,653.5,1230.0,653.5,938.5,907.0,1560.0,146.0,-58.5,-6.059036768513724,147.0,19.342105263157897,-110.0,-10.816125860373647,-69.5,-7.117255504352278,107.0,13.375,3.358509e-06,0.0,0.0,0.0,0.0,0.0,0,220000000.0,-233844320,199540000000.0,4860387476.695521,4159764648.2962146,0.0,31.24,,917.4951735959704,917.5746932381636,102.04945422143015,-17292706.0
KERVN,KERVANSARAY YAT. HOL.,4.464285714285714,3.51,3.51,3.52,0.15,3.51,3.45,2543811,8830832.85,18:19:01,8830832.85,9357558.113652488,7176615.619749535,2117823.855483499,2191782.0706988,,37.04999923706055,,,,,,HOLDING,,,,,,,,2543811,903163.6,2309725.0,2640849.0,924276.7,3.9,3.34,4.08,2.0,4.08,1.67,4.08,1.61,3.51,3.45,4.08,0.38,-0.57,-13.970588235294118,1.53,77.27272727272728,1.31,59.54545454545454,-0.37,-9.536082474226804,1.36,63.25581395348837,,,,,0.0,0.0,0,588505080.0,-16371080,2065652830.8,50314159.0399244,43074313.610350914,42.78928701812532,1.15,0.0,0.0,0.0,777.5,4206147375.0
KFEIN,KAFEIN YAZILIM,3.243243243243243,11.46,11.46,11.49,0.36,11.73,11.05,22249583,255086872.92,18:19:01,255086872.92,150285093.48148322,115840305.7625203,77304993.31078257,80117630.49955,,74.83000183105469,2.7670466899871826,,,,,BILISIM,,,,,,0.03679545596241951,,22249583,7449719.0,10415900.0,13471230.0,7480927.0,11.73,10.5,12.3,9.9,13.74952,8.49499,13.749521408972,8.26566587965031,11.73,11.05,20.84202,1.538321,1.01,9.665071770334928,1.29,12.684365781710914,2.760611,31.73338955184094,0.19,1.6858917480035494,1.16,11.262135922330096,0.9494682,113.04426,38.585587,0.0,6.55898,9.14916,0,197500000.0,-65695820,2263350000.0,55129435.49172821,47196880.4412424,30.8724237174853,2.15,,9.057139946580149,9.964883365781484,621.3694689499541,-206178135.0
KGYO,KORAY GMYO,-0.906344410876133,3.28,3.28,3.29,-0.03,3.34,3.27,3759328,12392616.73,18:19:01,12392616.73,19860475.56011105,18818955.871917367,32007801.851241022,33415837.99785,,31.42,0.0,,,,,GAYRIMENKUL,,,,,,0.022040262818336487,,3759328,10807650.0,5441604.0,5957745.0,10785013.0,3.41,3.27,3.77,3.26,4.03,2.502511,4.03,1.831734824258189,3.34,3.27,4.03,0.22482057,-0.11,-3.2448377581120944,-0.39,-10.626702997275205,0.177968,5.737142621352714,-0.06,-1.796407185628743,-0.44,-11.827956989247312,6.0331173,-2.3732228,26.028753,1967.5087,23.05448,0.00117,0,1000000000.0,3036688,3280000000.0,79895531.72059655,68381670.62675762,41.41100421685226,1.86,,0.0,0.0,1211.9716614121137,-25725281.0
KIMMR,KIM MARKET- ERSAN ALISVERIS,-0.06648936170212766,15.03,15.03,15.04,-0.01,15.4,14.5,4984861,74448703.8,18:19:01,74448703.8,63775005.03588139,59288249.44392603,38201189.67444337,38805832.57506,2300139.9899999965,27.06999969482422,,,,,,PERAKENDE,,S,0.0,0.0,0.0,0.021111311565,,4984861,3485198.0,4212175.0,4285735.0,3552405.0,15.64,14.25,15.64,12.86,15.64,7.65,15.64,7.65,15.4,14.5,15.64,2.86,0.34,2.314499659632403,0.8,5.621925509486999,5.42,56.39958376690947,0.2,1.3486176668914365,0.82,5.770584095707249,15.640499,-8.789412,-4.4776797,169.74284,1.96619,0.18213,0,240000000.0,184816943,3607200000.0,87865041.71226731,75220080.04123841,13.12945646991166,1.02,,6.171711682077128,5.415994709920741,,503328088.0
KLGYO,KILER GAYRIMENKUL YAT. ORT. A.S.,-3.095975232198142,6.26,6.25,6.26,-0.2,6.56,6.24,9309902,59714624.99,18:19:01,59714624.99,98138968.9205504,76679603.1525839,62075884.00324523,76825819.13328,,46.06999969482422,,,,,,GAYRIMENKUL,,,,,,0.08707381784915924,,9309902,14610680.0,12489830.0,15435020.0,12361760.0,6.64,6.16,6.64,5.84,6.9,4.06,6.9,3.44,6.56,6.24,7.46,0.83,0.01,0.16,0.1,1.6233766233766236,1.75,38.80266075388027,-0.21,-3.2457496136012365,0.21,3.4710743801652897,6.4626355,6.533582,25.789732,444.57135,12.82321,0.43625,0,1395000000.0,-397130000,8732700000.0,212706307.6053703,182100071.94169596,23.565270188221007,0.41,,2.3061667496154077,2.3546131022626,437.62563563925494,-179676000.0
KLKIM,KALEKIM KIMYA,5.28169014084507,35.88,35.86,35.88,1.8,36.08,33.88,7438522,260242767.12,18:19:01,260242767.12,155932357.84468403,158301578.19554135,112031226.5362504,110667088.91016,18657832.600000057,26.079999923706055,36.08329391479492,,,,,TASTOPRAK,,S,0.0,0.0,0.0,0.107327929056,,7438522,3549402.0,4972123.0,4666016.0,3657770.0,36.08,32.6,36.08,28.7,37.94378,25.34,37.9437785219281,23.8036074199414,36.08,33.88,37.94378,2.587212,3.24,9.926470588235292,6.66,22.79260780287474,5.11477,16.62516418697341,3.2,9.791921664626685,6.58,22.457337883959045,5.434212,24.735064,37.697514,287.98642,8.36889,0.82146,0,460000000.0,472623502,16504800000.0,402000160.7532997,344159887.2985217,14.135505514241448,3.08,,7.869072910408428,8.575395996182213,,-1359438243.0
KLMSN,KLIMASAN KLIMA SAN TIC A.S.,1.0422698320787491,34.9,34.66,34.9,0.36,35.1,34.2,623078,21594166.16,18:19:01,21594166.16,25895678.76018078,38381372.24490746,17142496.087572515,20755989.852938,,31.24,67.71274767235742,,,,,METALESYA,,,,,,0.018573490902781487,,623078,800229.7,1255802.8,745384.25,664070.1,35.6,33.82,35.82,26.7,35.82,20.68,35.82,20.68,35.1,34.2,42.26,6.4362082,-0.16,-0.45636052481460354,8.1,30.22388059701492,6.32,22.11336599020294,0.4,1.1594202898550725,7.72,28.403237674760856,1.1058213,-52.99491,158.41832,-34.200027,0.0,0.0,0,79200000.0,-54241308,2764080000.0,67323809.87176208,57626046.55274246,0.0,0.65,,23.142618928446502,11.121661809516684,430.0868324760051,2987582946.0
KLNMA,TURKIYE KALKINMA VE YATIRIM BANKASI A.S.,-0.3228410008071025,12.35,12.3,12.35,-0.04,12.41,12.2,289282,3574051.6,18:19:01,3574051.6,4361387.6161852265,7161844.81219561,2769286.8418050013,2984713.3414014,,0.91,0.0,,,,,BANKA,,,,,,,,289282,341682.56,576186.6,350135.25,314798.6,13.0,11.76,14.2,10.99,14.2,6.22,14.2,6.22,12.41,12.2,19.168322,2.5750232,-0.16,-1.2789768185451638,1.61,14.99068901303538,4.193616,51.41513690380443,-0.45,-3.515625,1.25,11.26126126126126,4.9269114,-0.2757548,-1.3098885,-98.78656,0.0,0.0,0,10000000000.0,4017275000,123500000000.0,3008027902.8078175,2574744198.6426616,16.575652688134664,4.33,,0.0,,198.81434821815913,0.0
